method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.149423599243164,0.05014980956912041,0.9035831093788147,1000000,0.11250514537096024,10.389172554016113,0.017813609912991524,0.01874624565243721,0.869617317692462,0.12123860980323475,97069,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,97069,combined | COLMAP Cams | Both Pcds | confidence
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,ship,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,21.877010345458984,0.13503731787204742,0.7337315082550049,1000000,0.0034312093630433083,0.19737577438354492,0.02907658740878105,0.029772795736789703,0.6572889540588955,0.21918007772116227,86262,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.2963,0.015258,81,0.797312,0.11,0.0294,0.2408,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,86262,combined | COLMAP Cams | Both Pcds | confidence
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,drums,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,22.76786231994629,0.0822385922074318,0.9018646478652954,1000000,0.002018922008574009,0.10674984008073807,0.016354385763406754,0.016766324639320374,0.8047014922678197,0.13359709066570613,85712,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,85712,combined | COLMAP Cams | Both Pcds | confidence
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.261592864990234,0.04986940324306488,0.905335009098053,1000000,0.11250179260969162,10.389239311218262,0.017865311354398727,0.018794257193803787,0.8728921194019219,0.12017453036979549,97069,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,97069,combined | COLMAP Cams | Both Pcds | random
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,ship,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,21.754127502441406,0.13633710145950317,0.7322109341621399,1000000,0.0034548304975032806,0.20330606400966644,0.029363851994276047,0.030022744089365005,0.6533217856913436,0.22016586281340314,87565,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.2963,0.015258,81,0.797312,0.11,0.0294,0.2408,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,87565,combined | COLMAP Cams | Both Pcds | random
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,drums,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,22.813316345214844,0.08205364644527435,0.9026210904121399,1000000,0.0020422523375600576,0.10779600590467453,0.016317490488290787,0.01676004007458687,0.8060997615896934,0.13311386462480518,84028,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,84028,combined | COLMAP Cams | Both Pcds | random
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.121536254882812,0.050351109355688095,0.9034000039100647,1000000,0.11250968277454376,10.389180183410645,0.017873870208859444,0.01881062425673008,0.8688695470404904,0.12141050576853529,96726,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,96726,combined | COLMAP Cams | Both Pcds | voxels
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,ship,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,21.84964942932129,0.13685834407806396,0.7339637875556946,1000000,0.00339730572886765,0.19532789289951324,0.02884804457426071,0.02953815832734108,0.6557940160244451,0.21972572014614034,85564,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.2963,0.015258,81,0.797312,0.11,0.0294,0.2408,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,85564,combined | COLMAP Cams | Both Pcds | voxels
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,drums,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,22.84043312072754,0.08178496360778809,0.9025612473487854,1000000,0.0020548072643578053,0.1082368716597557,0.01630859635770321,0.016736257821321487,0.8067327817590921,0.13304540509085283,79941,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,79941,combined | COLMAP Cams | Both Pcds | voxels
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,lego,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,25.25286293029785,0.05039108917117119,0.904667317867279,1000000,0.11248759925365448,10.394617080688477,0.01768171228468418,0.01859995722770691,0.8720179628859175,0.12071147153658457,87000,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4269,0.396164,87,0.88238,0.0454,0.0128,0.1163,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,lego_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,87000,combined | COLMAP Cams | VGGT Pcd | confidence
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,ship,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,synthetic,21.95587921142578,0.13516291975975037,0.7362685203552246,1000000,0.003413102123886347,0.19253678619861603,0.028766624629497528,0.029506172984838486,0.660155589391536,0.21836161773375076,81124,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.2963,0.015258,81,0.797312,0.11,0.0294,0.2408,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,ship_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,81124,combined | COLMAP Cams | VGGT Pcd | confidence
