method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,failed_sfm_file_path,gsplat_cfg_file_path,used_cache,cache_load_time,plot_series,num_images_jitter
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,bonsai_2_n10_s42_default_minfarthestpose_sharedcam,,,,,,,,,,,,,bonsai_2_n10_s42_default_minfarthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/bonsai_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,,,colmap,10.0
vggt,10,42,0.0,100000,random,,,,0,10,minfarthestpose,10,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,14.598261833190918,0.532325267791748,0.4632989168167114,1000000,0.026486221700906754,1.2920042276382446,,,0.11911012539234625,0.4332038961847138,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose_i10_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose_i10_gteval_steps15000/stats/val_step14999.json,bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose_i10_gteval_steps15000,1.2921,0.111946,10,8.425772,,,,0.5429914792378744,9829.32373046875,15542,1.3086459636688232,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n10_s42_c0.0_p100000_random_timing_minfarthestpose_i10_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,10.0
vggt,20,42,0.0,100000,random,,,,0,10,minfarthestpose,20,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,16.74325942993164,0.43666794896125793,0.5234509110450745,1000000,0.02212986722588539,0.9836312532424927,,,0.2530566355948172,0.38272033926963955,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose_i20_gteval_steps15000/stats/val_step14999.json,bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose_i20_gteval_steps15000,0.9835,0.094791,20,7.611342,,,,1.3405016263326008,12677.69287109375,17314,1.2179312705993652,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n20_s42_c0.0_p100000_random_timing_minfarthestpose_i20_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,20.0
vggt,30,42,0.0,100000,random,,,,0,10,minfarthestpose,30,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.337533950805664,0.41478732228279114,0.5404842495918274,1000000,0.02045523002743721,0.8883885741233826,,,0.28752929568678,0.3703746222510246,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose_i30_gteval_steps15000/stats/val_step14999.json,bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose_i30_gteval_steps15000,0.8883,0.089827,30,7.587343,,,,2.25586732228597,15754.2490234375,20588,1.5077741146087646,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n30_s42_c0.0_p100000_random_timing_minfarthestpose_i30_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,30.0
vggt,40,42,0.0,100000,random,,,,0,10,minfarthestpose,40,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.761558532714844,0.38887494802474976,0.5575435757637024,1000000,0.022790120914578438,0.7294008135795593,,,0.3213531096466491,0.35693078249967825,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose_i40_gteval_steps15000/stats/val_step14999.json,bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose_i40_gteval_steps15000,0.7294,0.097202,40,7.731086,,,,3.406620502471924,18836.04638671875,23526,1.8431310653686523,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n40_s42_c0.0_p100000_random_timing_minfarthestpose_i40_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,40.0
vggt,50,42,0.0,100000,random,,,,0,10,minfarthestpose,50,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.9671573638916,0.38996267318725586,0.5654338002204895,1000000,0.023220835253596306,0.8014442324638367,,,0.32910322647268236,0.35504942218332336,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose_i50_gteval_steps15000/stats/val_step14999.json,bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose_i50_gteval_steps15000,0.8014,0.095395,50,7.828728,,,,4.550992012023926,21894.99072265625,26588,2.136350393295288,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n50_s42_c0.0_p100000_random_timing_minfarthestpose_i50_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,50.0
vggt,60,42,0.0,100000,random,,,,0,10,minfarthestpose,60,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,17.900564193725586,0.39097222685813904,0.5682271718978882,1000000,0.024403369054198265,0.8877549767494202,,,0.32888038902797045,0.3547608172771873,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose_i60_gteval_steps15000/stats/val_step14999.json,bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose_i60_gteval_steps15000,0.8878,0.10213,60,7.775817,,,,6.09878134727478,24970.4130859375,29894,2.4906563758850098,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n60_s42_c0.0_p100000_random_timing_minfarthestpose_i60_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,60.0
vggt,70,42,0.0,100000,random,,,,0,10,minfarthestpose,70,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.372264862060547,0.37489649653434753,0.5806282162666321,1000000,0.024162106215953827,0.8060982823371887,,,0.35479094964331664,0.34567756937929667,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose_i70_gteval_steps15000/stats/val_step14999.json,bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose_i70_gteval_steps15000,0.806,0.10116,70,7.70233,,,,7.783740202585856,28059.81298828125,31464,2.746076822280884,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n70_s42_c0.0_p100000_random_timing_minfarthestpose_i70_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,70.0
vggt,80,42,0.0,100000,random,,,,0,10,minfarthestpose,80,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.26264762878418,0.37930890917778015,0.5835748910903931,1000000,0.02335357293486595,0.8208662867546082,,,0.3517604910219699,0.3465126142655316,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose_i80_gteval_steps15000/stats/val_step14999.json,bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose_i80_gteval_steps15000,0.8208,0.096051,80,7.780013,,,,9.581416765848795,31121.44091796875,35196,2.999016761779785,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n80_s42_c0.0_p100000_random_timing_minfarthestpose_i80_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,80.0
vggt,90,42,0.0,100000,random,,,,0,10,minfarthestpose,90,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.62495994567871,0.37286102771759033,0.5919528007507324,1000000,0.023255636915564537,0.734389066696167,,,0.3673495144871941,0.3417904954640446,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose_i90_gteval_steps15000/stats/val_step14999.json,bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose_i90_gteval_steps15000,0.7344,0.095629,90,7.854932,,,,11.614909489949545,34199.01318359375,38508,3.293956756591797,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n90_s42_c0.0_p100000_random_timing_minfarthestpose_i90_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,90.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.659160614013672,0.3739560544490814,0.5956034660339355,1000000,0.023722030222415924,0.7308099269866943,,,0.36944180974873575,0.3411649771651251,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,13.761577924092611,37285.01025390625,41472,3.6275224685668945,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000_val_step14999.json,100000,,,False,0,vggt,100.0
colmap,10,42,,,,,,,0,10,minfarthestpose,10,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,indoor,,,,,,,,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,,kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000,,,,,,,,,,,,,kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n10_s42_default_minfarthestpose_sharedcam_i10_gteval_steps15000/stats/config.json,,,colmap,10.0
